"Category","Trading Hours","Maximum Capacity","Suburb","Postcode","Latitude","Longitude","Region","Gaming"
"Restaurant & cafe","Ordinary","Between 50 and 99","BRUNSWICK WEST","3055","-37.75824624","144.93999309","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MELBOURNE","3000","-37.80879985","144.96877960","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","PAKENHAM","3810","-38.07875300","145.48262000","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","RICHMOND","3121","-37.82508428","145.00708680","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","GLEN WAVERLEY","3150","-37.88100700","145.16264400","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","EPPING","3076","-37.62581288","145.01156021","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","COBURG","3058","-37.74497439","144.96440910","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","DONCASTER","3108","-37.78677355","145.13371924","Metro East","Not allowed"
"On-Premises","12AM","Between 50 and 99","ST KILDA","3182","-37.85790675","144.99199444","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","MARIBYRNONG","3032","-37.77462663","144.89125630","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BRIGHTON","3186","-37.91305922","144.99312518","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","ESSENDON","3040","-37.74662900","144.90992500","Metro West","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","WINDSOR","3181","-37.85426700","144.99316100","Metro South","Not allowed"
"Restaurant & cafe","1AM","Between 100 and 199","MELBOURNE","3000","-37.81224598","144.96533418","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","ABBOTSFORD","3067","-37.80780788","144.99654418","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BALLARAT","3350","-37.55688930","143.84989341","Grampians","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","HIGHETT","3190","-37.94700300","145.05570000","Metro South","Not allowed"
"On-Premises","1AM","Between 50 and 99","BRUNSWICK EAST","3057","-37.76844700","144.97208600","Metro North","Not allowed"
"Restaurant & cafe","12AM","Between 100 and 199","MULGRAVE","3170","-37.92296200","145.15143000","Metro East","Not allowed"
"On-Premises","Ordinary","Between 100 and 199","KERNOT","3979","-38.44462900","145.65696800","Gippsland","Not allowed"
"Restaurant & cafe","1AM","Between 200 and 499","NORTH GEELONG","3215","-38.11507202","144.35695900","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","AIRPORT WEST","3042","-37.72445700","144.88128500","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","GLEN WAVERLEY","3150","-37.87671900","145.14840200","Metro East","Not allowed"
"Restaurant & cafe","1AM","Between 100 and 199","SOUTH YARRA","3141","-37.83867900","144.98800400","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","OCEAN GROVE","3226","-38.26686956","144.52508096","Barwon South-West","Not allowed"
"Restaurant & cafe","3AM","Unspecified","MELBOURNE","3000","-37.81612439","144.96865835","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","MELBOURNE","3000","-37.81206903","144.95627968","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","GEELONG","3220","-38.14804840","144.35783870","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","RICHMOND","3121","-37.81877200","145.00333600","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BRIGHTON","3186","-37.90483797","144.99327537","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","PRAHRAN","3181","-37.84624219","144.98810616","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","SOUTH YARRA","3141","-37.83905860","144.99087053","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","DONCASTER","3108","-37.78341953","145.12776115","Metro East","Not allowed"
"On-Premises","Ordinary","Between 20 and 49","BRUNSWICK","3056","-37.76568700","144.96256900","Metro North","Not allowed"
"Restaurant & cafe","12AM","Between 100 and 199","SEAFORD","3198","-38.10395800","145.12608500","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","POINT COOK","3030","-37.88236565","144.73529625","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","ABBOTSFORD","3067","-37.80843300","145.00003700","Metro North","Not allowed"
"On-Premises","1AM","Between 200 and 499","GEELONG","3220","-38.14774937","144.35880613","Barwon South-West","Not allowed"
"Restaurant & cafe","1AM","Unspecified","FOOTSCRAY","3011","-37.79851316","144.89959042","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 200 and 499","GROVEDALE","3216","-38.19909115","144.32065008","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BERWICK","3806","-38.03152300","145.34459300","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","NARRE WARREN","3805","-38.02349085","145.30349698","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","WERRIBEE","3030","-37.87698522","144.68003075","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","FOOTSCRAY","3011","-37.80139701","144.90072405","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BRUNSWICK","3056","-37.77623028","144.96039543","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","NEWTOWN","3220","-38.15744823","144.34492417","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 5 and 19","ST KILDA","3182","-37.85911228","144.97900941","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","CARRUM DOWNS","3201","-38.11681829","145.19359406","Metro South","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","BRUNSWICK EAST","3057","-37.77618733","144.97124804","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","DOCKLANDS","3008","-37.81806525","144.94660907","Metro North","Not allowed"
"On-Premises","Ordinary","Between 100 and 199","MELBOURNE","3000","-37.82029196","144.95692230","Metro North","Not allowed"
"On-Premises","Ordinary","Between 100 and 199","MAGPIE","3352","-37.63006429","143.83714010","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","RICHMOND","3121","-37.81930000","145.00416300","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BURWOOD EAST","3151","-37.85262088","145.15006287","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","DANDENONG","3175","-37.98732058","145.21714416","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","WODONGA","3690","-36.11897768","146.88933333","Hume","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","YARRAVILLE","3013","-37.81587036","144.89116939","Metro West","Not allowed"
"On-Premises","12AM","Between 200 and 499","BEAUFORT","3373","-37.30289845","143.28306519","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","WARRNAMBOOL","3280","-38.38366715","142.48423859","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","COWES","3922","-38.45007944","145.23967040","Gippsland","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","POINT COOK","3030","-37.88391811","144.73501646","Metro West","Not allowed"
"Restaurant & cafe","12AM","Between 20 and 49","FITZROY","3065","-37.79689934","144.97891849","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","GREENSBOROUGH","3088","-37.70401034","145.10302637","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","HAWTHORN EAST","3123","-37.83081589","145.05329729","Metro East","Not allowed"
"On-Premises","1AM","Between 200 and 499","MELBOURNE","3000","-37.81035740","144.96553420","Metro North","Not allowed"
"On-Premises","Ordinary","Between 100 and 199","TYABB","3913","-38.26113775","145.18569359","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","RED HILL","3937","-38.37318300","145.02241200","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","ABBOTSFORD","3067","-37.80026300","144.99554100","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","HOPPERS CROSSING","3029","-37.87698522","144.68003075","Metro West","Not allowed"
"On-Premises","Ordinary","Between 200 and 499","MELBOURNE","3000","-37.81719781","144.95985899","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","MOORABBIN","3189","-37.93723198","145.06536833","Metro South","Not allowed"
"On-Premises","1AM","Unspecified","MORNINGTON","3931","-38.23620600","145.06692124","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","SOUTHBANK","3006","-37.82366125","144.96314422","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","MIRBOO NORTH","3871","-38.40252341","146.15567297","Gippsland","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","TORQUAY","3228","-38.33758828","144.31830678","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","WOODEND","3442","-37.35659054","144.52815336","Loddon Mallee","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BENDIGO","3552","-36.76452180","144.28049708","Loddon Mallee","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","GLEN WAVERLEY","3150","-37.88100700","145.16264400","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","HEIDELBERG HEIGHTS","3081","-37.75431500","145.05485400","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","COLLINGWOOD","3066","-37.80401490","144.98360260","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","PORT FAIRY","3284","-38.38309930","142.23549176","Barwon South-West","Not allowed"
"Restaurant & cafe","1AM","Between 5 and 19","FITZROY","3065","-37.80832849","144.98249860","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","ESSENDON","3040","-37.75636753","144.91557336","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MELTON SOUTH","3338","-37.70443700","144.57403900","North West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BURWOOD","3151","-37.85262088","145.15006287","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BALWYN NORTH","3104","-37.79292346","145.07128516","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","GEELONG WEST","3218","-38.13802209","144.33711022","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","DOCKLANDS","3008","-37.82170503","144.94539143","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","MYRTLEFORD","3737","-36.56042520","146.72399333","Hume","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","GLEN WAVERLEY","3150","-37.88100700","145.16264400","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","HASTINGS","3915","-38.30788587","145.18850790","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","ECHUCA","3564","-36.12277497","144.74635676","Loddon Mallee","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","PASCOE VALE SOUTH","3044","-37.73980400","144.94537200","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","MILL PARK","3082","-37.65321705","145.07869344","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","RIPPONLEA","3185","-37.87652300","144.99610400","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","CLAYTON","3168","-37.92681100","145.11964800","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","ARMADALE","3143","-37.85627440","145.02532363","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","RED CLIFFS","3496","-34.30885140","142.18678733","Loddon Mallee","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","RESERVOIR","3073","-37.72404717","145.02839673","Metro North","Not allowed"
"Restaurant & cafe","12AM","Unspecified","MILDURA","3500","-34.18420347","142.16196260","Loddon Mallee","Not allowed"
"Restaurant & cafe","Ordinary","Between 5 and 19","MOUNT WAVERLEY","3149","-37.85681900","145.12379200","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","HAWTHORN","3122","-37.81955700","145.03609000","Metro East","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","BALWYN","3103","-37.81308600","145.08477800","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","COLLINGWOOD","3066","-37.80791494","144.98774426","Metro North","Not allowed"
"On-Premises","1AM","Unspecified","SOUTH MORANG","3752","-37.65175736","145.08667315","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MOONEE PONDS","3039","-37.76668609","144.92383186","Metro West","Not allowed"
"Restaurant & cafe","12AM","Between 100 and 199","MOOROODUC","3933","-38.21486045","145.10925045","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","ORMOND","3204","-37.90464300","145.04347400","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","COLLINGWOOD","3066","-37.79947100","144.98442400","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","GEELONG WEST","3218","-38.14051475","144.34855310","Barwon South-West","Not allowed"
"On-Premises","1AM","Between 200 and 499","GEELONG","3220","-38.14709624","144.35937839","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","GEELONG","3220","-38.14968293","144.36184589","Barwon South-West","Not allowed"
"Restaurant & cafe","4AM","Between 20 and 49","MELBOURNE","3000","-37.81558374","144.95307424","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","NEWLYN NORTH","3364","-37.37934643","144.01738275","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","WARRNAMBOOL","3280","-38.38284075","142.48458324","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","CARNEGIE","3163","-37.88606780","145.05745220","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","MELBOURNE","3000","-37.81072651","144.97023755","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","HALLAM","3803","-38.00793580","145.26041026","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","CANTERBURY","3126","-37.82286900","145.06960800","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","DEER PARK","3023","-37.77033118","144.77296678","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","HAWTHORN","3122","-37.82315538","145.04512335","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","COLLINGWOOD","3066","-37.79653302","144.98493575","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","COLLINGWOOD","3066","-37.80358171","144.98549889","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","DROMANA","3936","-38.33378440","144.96301441","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","SOUTHBANK","3006","-37.82577383","144.95971346","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","MALVERN","3144","-37.86207776","145.02818376","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","DAYLESFORD","3460","-37.33964655","144.14633345","Grampians","Not allowed"
"On-Premises","Ordinary","Between 100 and 199","LEOPOLD","3224","-38.21948173","144.44291039","Barwon South-West","Not allowed"
"Restaurant & cafe","12AM","Between 100 and 199","RINGWOOD","3134","-37.81489245","145.22945158","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","CROYDON SOUTH","3136","-37.81197000","145.26998900","Metro East","Not allowed"
"On-Premises","1AM","Between 100 and 199","HUNTINGDALE","3166","-37.91141649","145.10381250","Metro East","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","HIGHETT","3190","-37.94866809","145.04251234","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BAXTER","3911","-38.19468400","145.14807200","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","WILLIAMSTOWN","3016","-37.85748151","144.88255763","Metro West","Not allowed"
"On-Premises","Ordinary","Between 20 and 49","RINGWOOD","3134","-37.81726800","145.22091400","Metro East","Not allowed"
"Restaurant & cafe","12AM","Between 100 and 199","CARLTON","3053","-37.80004230","144.96732728","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","FERNY CREEK","3786","-37.87265930","145.34385998","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BENTLEIGH EAST","3165","-37.93573000","145.06119700","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","NARRE WARREN","3805","-38.02349085","145.30349698","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","CAROLINE SPRINGS","3023","-37.73296204","144.74151185","North West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","RESERVOIR","3073","-37.72404717","145.02839673","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","HOPPERS CROSSING","3029","-37.87698522","144.68003075","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","MELBOURNE","3000","-37.81209190","144.96039340","Metro North","Not allowed"
"On-Premises","Ordinary","Between 200 and 499","WARRNAMBOOL","3280","-38.39518649","142.50825493","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","LEOPOLD","3224","-38.18627120","144.45348246","Barwon South-West","Not allowed"
"On-Premises","Ordinary","Between 50 and 99","CORINELLA","3984","-38.41640272","145.42760860","Gippsland","Not allowed"
"Restaurant & cafe","12AM","Between 50 and 99","BRIGHTON","3186","-37.91253700","144.99317100","Metro South","Not allowed"
"Restaurant & cafe","24 Hours","Between 100 and 199","MELBOURNE AIRPORT","3045","-37.66955300","144.84834900","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","MOUNT WAVERLEY","3149","-37.89093600","145.14355400","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","STRATHMORE","3041","-37.71916400","144.90732500","Metro West","Not allowed"
"On-Premises","1AM","Between 100 and 199","RAVENHALL","3023","-37.76602700","144.75283900","North West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","TORQUAY","3228","-38.33171166","144.32405315","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","SUNBURY","3429","-37.58113201","144.73040935","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","IVANHOE","3079","-37.76716000","145.04413000","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","RICHMOND","3121","-37.81103900","145.00382800","Metro North","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","FITZROY","3065","-37.79855178","144.97863445","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","TEMPLESTOWE LOWER","3107","-37.77241600","145.11216800","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","LEOPOLD","3224","-38.18627120","144.45348246","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","GREENSBOROUGH","3088","-37.70474285","145.10261163","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","MELBOURNE","3000","-37.82085366","144.95659507","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BRUNSWICK EAST","3057","-37.76374136","144.97289620","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","NORTH MELBOURNE","3051","-37.80044812","144.95542127","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","PRESTON","3072","-37.73766670","145.00385533","Metro North","Not allowed"
"On-Premises","1AM","Between 100 and 199","FOOTSCRAY","3011","-37.79937546","144.89759145","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","DOCKLANDS","3008","-37.81947226","144.94784494","Metro North","Not allowed"
"On-Premises","1AM","Between 100 and 199","COLLINGWOOD","3066","-37.79787098","144.98609878","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","MELBOURNE","3000","-37.81076003","144.96813736","Metro North","Not allowed"
"On-Premises","1AM","More than 499","GREENSBOROUGH","3088","-37.70401034","145.10302637","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","KEILOR EAST","3033","-37.73292200","144.86598700","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","RICHMOND","3121","-37.81835400","144.99945100","Metro North","Not allowed"
"Restaurant & cafe","1AM","Between 100 and 199","MELBOURNE","3000","-37.81035740","144.96553420","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","FOOTSCRAY","3011","-37.79925935","144.89658493","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 200 and 499","THORNBURY","3071","-37.76288819","145.00010090","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BLACKBURN","3130","-37.81105683","145.15280893","Metro East","Not allowed"
"On-Premises","Ordinary","Unspecified","MERINO","3310","-37.71737490","141.54862155","Barwon South-West","Not allowed"
"Restaurant & cafe","3AM","Between 100 and 199","MELBOURNE","3000","-37.81126963","144.96151024","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","MELBOURNE","3000","-37.81675557","144.96911412","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","NORTH MELBOURNE","3051","-37.80044812","144.95542127","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BRUNSWICK EAST","3057","-37.77869911","144.97642926","Metro North","Not allowed"
"Restaurant & cafe","3AM","Unspecified","MELBOURNE","3000","-37.81156185","144.97060088","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","CAULFIELD SOUTH","3162","-37.88709200","145.02216400","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","WERRIBEE","3030","-37.90277100","144.65827400","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","CLAYTON SOUTH","3169","-37.94048385","145.13845080","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BERWICK","3806","-38.03030045","145.34581238","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","SOUTH YARRA","3141","-37.83927824","144.99256480","Metro South","Not allowed"
"On-Premises","1AM","Between 100 and 199","CHIRNSIDE PARK","3116","-37.76316425","145.31301795","Metro East","Not allowed"
"On-Premises","Ordinary","Between 50 and 99","BALLARAT CENTRAL","3350","-37.56140371","143.85950825","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","WEST FOOTSCRAY","3012","-37.79757678","144.87749799","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","CHELTENHAM","3192","-37.95785653","145.05172560","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","ST KILDA","3182","-37.85838200","144.98024600","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","WANGARATTA","3677","-36.35565029","146.32660720","Hume","Not allowed"
"Restaurant & cafe","12AM","Unspecified","PAKENHAM","3810","-38.06321524","145.45504001","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","MENTONE","3194","-37.98291110","145.07742672","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","FOOTSCRAY","3011","-37.79981900","144.90173400","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MORDIALLOC","3195","-37.99961200","145.09582100","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","CARNEGIE","3163","-37.88754139","145.05718608","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","MALVERN EAST","3145","-37.87567800","145.04718500","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","FERNTREE GULLY","3156","-37.88810980","145.28982869","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","RICHMOND","3121","-37.81929900","145.00411700","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BALWYN","3103","-37.80324600","145.10209200","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","FRANKSTON","3199","-38.14317067","145.11998451","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","RICHMOND","3121","-37.81932460","145.00453345","Metro North","Not allowed"
"Restaurant & cafe","1AM","Between 100 and 199","YARRAVILLE","3013","-37.81651600","144.89052600","Metro West","Not allowed"
"On-Premises","1AM","Between 50 and 99","GLEN HUNTLY","3163","-37.88958625","145.04215444","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","HURSTBRIDGE","3099","-37.63776738","145.19464754","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","FOSTER","3960","-38.65248324","146.20065598","Gippsland","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","GROVEDALE","3216","-38.19906878","144.31542417","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MELBOURNE","3000","-37.81572013","144.96507974","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","MELBOURNE","3000","-37.81572013","144.96507974","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","SPRINGVALE","3171","-37.95119028","145.15221643","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","DOCKLANDS","3008","-37.81947226","144.94784494","Metro North","Not allowed"
"On-Premises","Ordinary","Between 50 and 99","HALLS GAP","3381","-37.13336098","142.52151450","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","DANDENONG","3175","-37.97742800","145.21855600","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 200 and 499","RINGWOOD","3134","-37.81489245","145.22945158","Metro East","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","WANTIRNA SOUTH","3152","-37.86934826","145.24361570","Metro East","Not allowed"
"On-Premises","1AM","Unspecified","NARRE WARREN","3805","-38.02074426","145.29974806","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","CLAYTON","3168","-37.92640700","145.11973800","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","TEMPLESTOWE","3106","-37.75667741","145.12477628","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BELGRAVE SOUTH","3160","-37.93004230","145.35926019","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","SOUTH YARRA","3141","-37.84564282","144.99470246","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","DOCKLANDS","3008","-37.81639485","144.95260663","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","MELTON","3337","-37.68217000","144.58386000","North West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BENDIGO","3550","-36.75918123","144.27961270","Loddon Mallee","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","DONCASTER EAST","3109","-37.78802400","145.15019900","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BRIGHTON","3186","-37.89735438","145.00266085","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 5 and 19","SWAN HILL","3585","-35.34243210","143.56025391","Loddon Mallee","Not allowed"
