"Category","Trading Hours","Maximum Capacity","Suburb","Postcode","Latitude","Longitude","Region","Gaming"
"Restaurant & cafe","Ordinary","Between 50 and 99","DANDENONG","3175","-37.98423804","145.21771281","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BURWOOD EAST","3151","-37.85262088","145.15006287","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","YARRAVILLE","3013","-37.81152600","144.87060800","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","GEELONG","3220","-38.14767501","144.35878067","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BENDIGO","3550","-36.76341548","144.28322435","Loddon Mallee","Not allowed"
"Restaurant & cafe","1AM","Unspecified","OAKLEIGH","3166","-37.89903275","145.09029713","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BRIGHTON","3186","-37.89737000","145.00478500","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","RINGWOOD","3134","-37.81489245","145.22945158","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","RINGWOOD","3134","-37.81489245","145.22945158","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","HIGHETT","3190","-37.94837058","145.04000155","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","ST KILDA","3182","-37.86881700","144.97971600","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BORONIA","3155","-37.86069100","145.28550400","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","SOUTH YARRA","3141","-37.84249602","144.99521601","Metro South","Not allowed"
"Restaurant & cafe","12AM","Unspecified","BENTLEIGH","3204","-37.91652300","145.02419700","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","MELTON WEST","3337","-37.66745675","144.54719961","North West","Not allowed"
"Late Night","3AM","Between 50 and 99","RICHMOND","3121","-37.82582011","144.99764871","Metro North","Not allowed"
"On-Premises","Ordinary","Between 50 and 99","SANDRINGHAM","3191","-37.95207600","145.00534900","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","HAMPTON","3188","-37.93433639","145.00288847","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","WERRIBEE","3030","-37.90316911","144.65845973","Metro West","Not allowed"
"On-Premises","1AM","Unspecified","RESERVOIR","3073","-37.72774400","145.00556800","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","CROYDON","3136","-37.79855371","145.28169063","Metro East","Not allowed"
"On-Premises","1AM","Between 100 and 199","OAKLEIGH EAST","3166","-37.91032830","145.11904128","Metro East","Not allowed"
"Restaurant & cafe","1AM","Between 20 and 49","BRUNSWICK EAST","3057","-37.77971300","144.97791000","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","CAMBERWELL","3124","-37.84489177","145.05435673","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 200 and 499","CRAIGIEBURN","3064","-37.59408250","144.91555806","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BRUNSWICK EAST","3057","-37.77028300","144.97403400","Metro North","Not allowed"
"Restaurant & cafe","12AM","Between 200 and 499","MILDURA","3500","-34.18277814","142.16543622","Loddon Mallee","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","ELWOOD","3184","-37.87269811","144.98953515","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","SHEPPARTON","3630","-36.38072291","145.39964486","Hume","Not allowed"
"Restaurant & cafe","1AM","Between 20 and 49","WINDSOR","3181","-37.85625100","144.99270900","Metro South","Not allowed"
"Restaurant & cafe","1AM","Between 100 and 199","WINDSOR","3181","-37.85440100","144.99308900","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MELBOURNE","3004","-37.83568658","144.97575111","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BRUNSWICK","3056","-37.77294242","144.96091562","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","FOOTSCRAY","3011","-37.79957580","144.89931492","Metro West","Not allowed"
"On-Premises","1AM","Between 100 and 199","GEELONG","3220","-38.14807099","144.35905606","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","RICHMOND","3121","-37.81079800","145.00129100","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","RINGWOOD","3134","-37.81489245","145.22945158","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","PORT MELBOURNE","3207","-37.83781500","144.94272300","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","CLUNES","3370","-37.29396569","143.78697992","Grampians","Not allowed"
"Restaurant & cafe","4AM","Between 50 and 99","MELBOURNE","3000","-37.81389381","144.95589461","Metro North","Not allowed"
"Restaurant & cafe","12AM","Between 100 and 199","WINDSOR","3181","-37.86616175","144.99055514","Metro South","Not allowed"
"On-Premises","1AM","Between 100 and 199","BAIRNSDALE","3875","-37.82691460","147.63446353","Gippsland","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","ASCOT VALE","3032","-37.77322900","144.91612100","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","RICHMOND","3121","-37.82509637","144.99419084","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","GLEN WAVERLEY","3150","-37.87328700","145.14846600","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","WINDSOR","3181","-37.85166742","144.99066389","Metro South","Not allowed"
"On-Premises","Ordinary","Between 100 and 199","BUNDOORA","3083","-37.72040525","145.03657559","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","PRESTON","3072","-37.74078200","145.00331200","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 200 and 499","GEELONG","3220","-38.15967458","144.35141192","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BALWYN","3103","-37.81250625","145.07718744","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BALLARAT EAST","3350","-37.56578770","143.88661564","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","ELSTERNWICK","3185","-37.87889422","145.01274836","Metro South","Not allowed"
"On-Premises","Ordinary","Between 20 and 49","FOOTSCRAY","3011","-37.79995800","144.90270800","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","WENDOUREE","3355","-37.54028874","143.82892886","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BALNARRING","3926","-38.37302539","145.12407407","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","GEELONG","3220","-38.14706932","144.35658933","Barwon South-West","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","PRESTON","3072","-37.73099700","145.01434200","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","ESSENDON","3040","-37.74668330","144.91119210","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","GREENSBOROUGH","3088","-37.70401034","145.10302637","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 200 and 499","RINGWOOD","3134","-37.81489245","145.22945158","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","TOOTGAROOK","3941","-38.36852741","144.85646784","Metro South","Not allowed"
"Restaurant & cafe","12AM","Between 50 and 99","MELBOURNE","3000","-37.80723593","144.96022013","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","SOLDIERS HILL","3350","-37.55090956","143.85948194","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","SEABROOK","3028","-37.87711100","144.75847700","Metro West","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","MELBOURNE","3000","-37.81406649","144.96054788","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","HAWTHORN","3122","-37.82174725","145.02655010","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 200 and 499","CAMBERWELL","3124","-37.84411282","145.05448235","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","RICHMOND","3121","-37.81349836","144.99850821","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MORNINGTON","3931","-38.22217573","145.04055183","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","KEYSBOROUGH","3173","-37.99397432","145.17326614","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","PORT MELBOURNE","3207","-37.83913600","144.94150400","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BRUNSWICK","3056","-37.77432830","144.96019534","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","SASSAFRAS","3787","-37.86335020","145.35303445","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","ASHWOOD","3147","-37.86057337","145.10655771","Metro East","Not allowed"
"On-Premises","Ordinary","Unspecified","LILYDALE","3140","-37.75560660","145.35407784","Metro East","Not allowed"
"Restaurant & cafe","12AM","Between 50 and 99","CREMORNE","3121","-37.82594881","144.99080480","Metro North","Not allowed"
"On-Premises","Ordinary","Between 20 and 49","CREMORNE","3121","-37.82631678","144.99073748","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","CAROLINE SPRINGS","3023","-37.73196761","144.74440971","North West","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","ROWVILLE","3178","-37.92763200","145.25201601","Metro East","Not allowed"
"On-Premises","Ordinary","Unspecified","FITZROY","3065","-37.80398462","144.98320804","Metro North","Not allowed"
"Restaurant & cafe","1AM","Between 200 and 499","FRANKSTON","3199","-38.14359400","145.12267400","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","NIDDRIE","3042","-37.73730600","144.89173300","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BROADMEADOWS","3047","-37.67808933","144.92165285","Metro North","Not allowed"
"On-Premises","Ordinary","Unspecified","HAWTHORN","3122","-37.82227822","145.03909003","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","DROMANA","3936","-38.33364807","144.96329604","Metro South","Not allowed"
"On-Premises","12AM","More than 499","COBURG NORTH","3058","-37.73365322","144.96375478","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","DONCASTER","3108","-37.78390000","145.12550000","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 200 and 499","BURWOOD EAST","3151","-37.85262088","145.15006287","Metro East","Not allowed"
"Restaurant & cafe","5AM","Between 20 and 49","MELBOURNE","3000","-37.80898000","144.96046000","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","ROCKBANK","3335","-37.71896041","144.65743238","North West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","PORT MELBOURNE","3207","-37.82383533","144.90725693","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BRUNSWICK EAST","3057","-37.77522200","144.97091300","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","DANDENONG","3175","-37.98919261","145.21519733","Metro South","Not allowed"
"Restaurant & cafe","1AM","Between 50 and 99","FAIRFIELD","3078","-37.77784890","145.01854660","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","AVONDALE HEIGHTS","3034","-37.76875300","144.86448000","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","COBURG","3058","-37.74568300","144.97377600","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","GLEN IRIS","3146","-37.84511500","145.04263300","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MELBOURNE","3000","-37.81599834","144.96231407","Metro North","Not allowed"
"On-Premises","12AM","Between 50 and 99","MILDURA","3500","-34.18420347","142.16196260","Loddon Mallee","Not allowed"
"On-Premises","1AM","Between 100 and 199","MELBOURNE","3000","-37.81128900","144.97257300","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","CARLTON","3053","-37.79759449","144.96472766","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 5 and 19","PRAHRAN","3181","-37.84920700","144.99184800","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BLACKBURN","3130","-37.82535900","145.15269600","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","FLEMINGTON","3031","-37.78742385","144.92949645","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","HAMPTON PARK","3976","-38.03208624","145.26557544","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 5 and 19","MELBOURNE","3000","-37.81694088","144.96584141","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BERWICK","3806","-38.03132905","145.34402488","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","CAMBERWELL","3124","-37.83376165","145.07604710","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BARRABOOL","3221","-38.16153850","144.24918803","Barwon South-West","Not allowed"
"Restaurant & cafe","1AM","Between 100 and 199","LILYDALE","3140","-37.75674254","145.34778495","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","BRAESIDE","3195","-38.00277400","145.11197900","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","FITZROY","3065","-37.80094613","144.98372549","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","MITCHAM","3132","-37.81588770","145.19260431","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","CARLTON NORTH","3054","-37.78579810","144.97222956","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","WILLIAMS LANDING","3027","-37.86706471","144.74404775","Metro West","Not allowed"
"Restaurant & cafe","Ordinary","Between 100 and 199","BERWICK","3806","-38.06041891","145.33946118","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","PAKENHAM","3810","-38.09736167","145.48416187","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","HAWTHORN","3122","-37.81832000","145.03593000","Metro East","Not allowed"
"Restaurant & cafe","Ordinary","Unspecified","TRARALGON","3844","-38.19595113","146.53725545","Gippsland","Not allowed"
"On-Premises","12AM","Between 200 and 499","MELBOURNE AIRPORT","3045","-37.67050134","144.84880320","Metro North","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","ORMOND","3204","-37.90577700","145.05261100","Metro South","Not allowed"
"On-Premises","Ordinary","Between 20 and 49","ST KILDA","3182","-37.85732161","144.98366804","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 50 and 99","CREMORNE","3121","-37.82558900","144.99565400","Metro North","Not allowed"
"On-Premises","Ordinary","Between 20 and 49","BRUNSWICK EAST","3057","-37.76418629","144.97321343","Metro North","Not allowed"
"On-Premises","Ordinary","Unspecified","GISBORNE","3437","-37.48889762","144.59056039","Loddon Mallee","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BALLARAT CENTRAL","3350","-37.56139256","143.85573735","Grampians","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","BENTLEIGH EAST","3165","-37.91564300","145.07440800","Metro South","Not allowed"
"Restaurant & cafe","Ordinary","Between 20 and 49","RIPPLESIDE","3215","-38.12355660","144.35311450","Barwon South-West","Not allowed"
